year_bucket	date_range	city_ancient	city_modern	country_modern	lat	lon	location_precision	ruling_empire_polity	ruling_subdivision	church_presence_status	church_planted_year_earliest_claim	church_planted_year_scholarly	church_planted_by	apostolic_origin_thread	key_figures	denomination_label_historic	modern_denom_mapping	council_context	evidence_notes_and_citations
0270	0270-0279	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Lystran church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Lystran church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Lystran church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Lystran church continues; Diocletian persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Lystran church continues post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs	Nicaea I (325): affected	Summary: Lystran bishop attends or is affected by Nicaea (325). Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Lystran church attested post-Nicaea. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Lystran church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Lystra	Hatunsaray	Türkiye	37.98330	32.53330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Lystran church attested; Paul's dramatic healing and stoning at Lystra are landmark episodes in the NT mission narrative. Evidence: Acts 14:6-20. Citations: https://biblehub.com/acts/14-8.htm
0050	0050-0059	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	Paul; Barnabas; Gaius of Derbe	proto-orthodox	Multiple heirs		Summary: Paul and Barnabas flee to Derbe from Lystra and preach the gospel, making many disciples (Acts 14:20-21). Gaius of Derbe later travels with Paul on his final journey (Acts 20:4). Evidence: Acts 14:20-21; 20:4. Citations: https://biblehub.com/acts/14-20.htm
0060	0060-0069	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	Gaius of Derbe; unnamed elders	proto-orthodox	Multiple heirs		Summary: Paul and Barnabas return to Derbe on their homeward journey, strengthening the disciples (Acts 14:21); Paul and Silas likely visit on the second journey (Acts 16:6). Evidence: Acts 14:21; 16:6. Citations: https://biblehub.com/acts/14-21.htm
0070	0070-0079	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0090	0090-0099	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0100	0100-0109	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0120	0120-0129	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	attested	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	probable	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church probable; the city declines in importance over the 2nd-3rd century. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Derbe	near Karaman	Türkiye	37.36670	33.38330	approx_city	Roman Empire	Galatia	probable	0047	0047	Paul; Barnabas	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Derbene church probable; city in decline. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0050	0050-0059	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	Paul; Silas; Luke	proto-orthodox	Multiple heirs		Summary: Paul receives the 'Macedonian vision' at Troas (Acts 16:8-11), redirecting his mission to Europe; Silas, Timothy, and Luke (implied by 'we'-passage) sail from Troas to Philippi. Paul finds an 'open door' at Troas (2 Cor 2:12) on a later visit. Evidence: Acts 16:8-11; 2 Cor 2:12. Citations: https://biblehub.com/acts/16-8.htm
0060	0060-0069	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	Paul; unnamed brothers	proto-orthodox	Multiple heirs		Summary: Paul revisits Troas on his third missionary journey; the Eutychus episode occurs here (Acts 20:5-12) — a young man falls from a window and is restored. Paul celebrates the Lord's Supper here. Evidence: Acts 20:5-12. Citations: https://biblehub.com/acts/20-5.htm
0070	0070-0079	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0090	0090-0099	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0100	0100-0109	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues; Ignatius of Antioch writes from Troas on his way to martyrdom (~110 AD). Evidence: Ignatius, To Polycarp; To Philadelphia written from Troas. Citations: https://www.newadvent.org/fathers/0108.htm
0120	0120-0129	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0210	0210-0219	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0220	0220-0229	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0230	0230-0239	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0240	0240-0249	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0250	0250-0259	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues; Decian persecution affects Asia. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0260	0260-0269	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0270	0270-0279	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues; Diocletian persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Troas church continues post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs	Nicaea I (325): affected	Summary: Trojan bishop attends or is affected by Nicaea (325). Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Troas church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Troas church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Troas	Alexandria Troas	Türkiye	39.78330	26.08330	approx_city	Roman Empire	Asia	attested	0050	0050	Paul	Pauline	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Troas church attested; the Macedonian vision at Troas is a pivotal moment in NT mission history bringing Christianity to Europe. Evidence: Acts 16:8-11. Citations: https://biblehub.com/acts/16-8.htm
0060	0060-0069	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	Paul; Ephesian elders (summoned here)	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Paul summons the Ephesian elders to Miletus and delivers his farewell speech (Acts 20:17-38) — one of the most important addresses to church leaders in the NT. He warns of coming persecution and false teachers. Paul also notes he left Trophimus sick at Miletus (2 Tim 4:20). Evidence: Acts 20:17-38; 2 Tim 4:20. Citations: https://biblehub.com/acts/20-17.htm
0070	0070-0079	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0090	0090-0099	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0100	0100-0109	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0120	0120-0129	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0210	0210-0219	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0220	0220-0229	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0230	0230-0239	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0240	0240-0249	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0250	0250-0259	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues; Decian persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0260	0260-0269	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0270	0270-0279	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues; Diocletian persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church continues post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; multiple heirs	Nicaea I (325): affected	Summary: Milesian bishop attends or is affected by Nicaea (325). Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Miletus	Milet	Türkiye	37.52280	27.27660	approx_city	Roman Empire	Asia	attested	0057	0057	Paul (passing through)	Pauline	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Miletus church attested; Paul's farewell speech to the Ephesian elders here is the longest speech in Acts and a landmark text on church leadership. Evidence: Acts 20:17-38. Citations: https://biblehub.com/acts/20-17.htm
0040	0040-0049	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Judaea	attested	0038	0040	Philip the Evangelist	Jerusalem/James	Philip the Evangelist	proto-orthodox	Multiple heirs		Summary: Philip the Evangelist is directed by an angel to the road from Jerusalem to Gaza (Acts 8:26) where he encounters and baptizes the Ethiopian eunuch, a court official of the Kandake of Ethiopia; Philip is then transported to Azotus and preaches north to Caesarea. Evidence: Acts 8:26-40. Citations: https://biblehub.com/acts/8-26.htm
